date,open,high,low,close,volume,amount,outstanding_share,turnover
2020-01-02,51.46,52.79,50.37,50.77,8231306.0,126206687.0,399553571.0,0.020601257496957775
2020-01-03,50.5,51.07,49.51,49.64,8020591.0,120946196.0,399553571.0,0.02007388140700662
2020-01-06,49.9,50.77,49.07,50.24,5547226.0,84044008.0,399553571.0,0.0138835600595846
2020-01-07,50.47,53.09,50.24,52.89,7026962.0,110622290.0,399553571.0,0.017587033404339165
2020-01-08,52.59,53.46,51.5,52.99,7359917.0,115848049.0,399553571.0,0.018420350947132444
2020-01-09,53.32,53.32,52.1,52.43,4596252.0,72698681.0,399553571.0,0.011503468705076346
2020-01-10,52.49,54.78,52.49,54.19,7572352.0,123360607.0,399553571.0,0.018952031841557488
2020-01-13,54.42,56.78,54.42,56.61,9178975.0,154808101.0,399553571.0,0.02297307711961358
2020-01-14,57.84,59.83,55.95,56.78,11993457.0,207552704.0,399553571.0,0.030017143808733472
2020-01-15,57.44,59.77,56.98,58.67,10149982.0,179686650.0,399553571.0,0.025403306932276173
2020-01-16,59.4,60.2,57.91,58.24,7191504.0,127113472.0,399553571.0,0.017998848019306027
2020-01-17,58.5,59.77,52.43,56.31,18180485.0,311083115.0,399553571.0,0.04550199602646024
2020-01-20,56.61,56.71,50.67,50.67,14987572.0,236591280.0,399553571.0,0.03751079476649202
2020-01-21,48.24,49.8,45.59,45.59,20824045.0,289761809.0,399553571.0,0.052118280279367095
2020-01-22,45.16,48.14,42.63,47.81,15404994.0,209688451.0,399553571.0,0.038555515750852844
2020-01-23,46.65,48.48,43.86,45.02,10204347.0,141804623.0,399553571.0,0.02553937128996402
2020-02-03,40.51,40.51,40.51,40.51,604300.0,7372460.0,399553571.0,0.0015124379904490955
2020-02-04,36.46,39.84,36.46,38.71,11789248.0,135797582.0,399553571.0,0.029506050891984145
2020-02-05,39.44,42.2,39.11,41.27,7445844.0,91807731.0,399553571.0,0.018635408466916192
2020-02-06,42.03,42.03,40.51,41.8,6510131.0,81384850.0,399553571.0,0.016293512240940528
